,Country,2015 Happiness Rank,2015 Happiness Score,2015 Economy (GDP per Capita),2015 Family,2015 Health (Life Expectancy),2015 Freedom,2015 Trust (Government Corruption),2015 Generosity,2015 Dystopia Residual,2016 Happiness Rank,2016 Happiness Score,2016 Economy (GDP per Capita),2016 Family,2016 Health (Life Expectancy),2016 Freedom,2016 Trust (Government Corruption),2016 Generosity,2016 Dystopia Residual,2017 Happiness Rank,2017 Happiness Score,2017 Economy (GDP per Capita),2017 Family,2017 Health (Life Expectancy),2017 Freedom,2017 Generosity,2017 Trust (Government Corruption),2017 Dystopia Residual
77,Nigeria,78.0,5.268,0.65435,0.9043200000000001,0.16007000000000002,0.34334000000000003,0.0403,0.27233,2.89319,103.0,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.8858599999999996,95.0,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.23094719648361198,0.0261215660721064,2.36539053916931
78,Bhutan,79.0,5.252999999999999,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.47998,1.63794,84.0,5.196000000000001,0.8527,0.9083600000000001,0.49759,0.46074,0.1616,0.48546000000000006,1.82916,97.0,5.01100015640259,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.474054545164108,0.17338038980960802,1.14018440246582
79,Azerbaijan,80.0,5.212000000000001,1.02389,0.9379299999999999,0.64045,0.3703,0.16065,0.07799,2.00073,81.0,5.291,1.12373,0.76042,0.54504,0.35327,0.17914000000000002,0.0564,2.2735,85.0,5.234000205993651,1.1536017656326298,1.15240025520325,0.5407757759094239,0.39815583825111406,0.0452693402767181,0.180987507104874,1.7624816894531203
80,Pakistan,81.0,5.194,0.59543,0.41411000000000003,0.51466,0.12102,0.10464000000000001,0.33671,3.1070900000000004,92.0,5.132000000000001,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,3.18286,80.0,5.26900005340576,0.7268835306167599,0.6726906895637509,0.40204778313636796,0.23521526157856,0.31544601917266807,0.12434806674718901,2.7924892902374303
81,Jordan,82.0,5.192,0.9019799999999999,1.05392,0.69639,0.40660999999999997,0.14293,0.11052999999999999,1.8799599999999999,80.0,5.303,0.9967299999999999,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,74.0,5.33599996566772,0.9910123944282528,1.2390888929367099,0.6045900583267211,0.418421149253845,0.17217046022415197,0.11980327218771002,1.79117655754089
82,Montenegro,82.0,5.192,0.9743799999999999,0.9055700000000001,0.72521,0.1826,0.14296,0.1614,2.10017,88.0,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.17190999999999998,2.2553099999999997,83.0,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.197911024093628,0.0881741940975189,1.72919154167175
83,China,84.0,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,83.0,5.245,1.0278,0.79381,0.73561,0.44011999999999996,0.02745,0.049589999999999995,2.17087,79.0,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.0288068410009146,0.0227942746132612,1.76493859291077
84,Zambia,85.0,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,106.0,4.795,0.61202,0.6376,0.23573000000000002,0.42662,0.11479,0.17865999999999999,2.5899099999999997,116.0,4.513999938964839,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.249580144882202,0.0782135501503944,1.82670545578003
85,Romania,86.0,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002,71.0,5.528,1.1697,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002,57.0,5.824999809265139,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.133519917726517,0.0043879006989300294,2.17683148384094
86,Serbia,87.0,5.122999999999999,0.92053,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025,86.0,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.04339,0.20736999999999997,2.2753900000000002,73.0,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974102,0.22012588381767298,0.0409037806093693,1.94708442687988
87,Portugal,88.0,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,94.0,5.122999999999999,1.27607,0.9436700000000001,0.7936300000000001,0.44727,0.01521,0.11690999999999999,1.53015,89.0,5.19500017166138,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554
88,Latvia,89.0,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215,68.0,5.56,1.2178799999999999,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,54.0,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.32570791244506797,0.153074786067009,0.0738427266478539,1.9936552047729499
89,Philippines,90.0,5.073,0.70532,1.03516,0.58114,0.62545,0.12279000000000001,0.24991,1.7536,82.0,5.279,0.81217,0.87877,0.47036000000000006,0.5485399999999999,0.11757000000000001,0.21674000000000002,2.23484,72.0,5.42999982833862,0.85769921541214,1.25391757488251,0.46800905466079706,0.585214674472809,0.193513423204422,0.0993318930268288,1.9726047515869098
91,Morocco,92.0,5.013,0.7347899999999999,0.64095,0.60954,0.41691000000000006,0.08546000000000001,0.07172,2.4537299999999997,90.0,5.151,0.8405799999999999,0.38595,0.5947100000000001,0.25645999999999997,0.08404,0.040530000000000004,2.9489099999999997,84.0,5.2350001335144,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2.45618939399719
92,Macedonia,93.0,5.007,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,95.0,5.121,1.0193,0.78236,0.6473800000000001,0.27668000000000004,0.07047,0.23506999999999997,2.08947,92.0,5.175000190734861,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,1.6174693107605
94,Albania,95.0,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,109.0,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.9281599999999999,109.0,4.64400005340576,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.20131294429302202,0.0398642159998417,1.49044156074524
95,Bosnia and Herzegovina,96.0,4.949,0.8322299999999999,0.9191600000000001,0.79081,0.09245,0.00227,0.24808000000000002,2.06367,87.0,5.162999999999999,0.9338299999999999,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2.48406,90.0,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695
97,Dominican Republic,98.0,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,89.0,5.155,1.02787,0.9949600000000001,0.5766899999999999,0.52259,0.12372000000000001,0.21286,1.6962599999999999,86.0,5.230000019073491,1.07937383651733,1.4024167060852097,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.3194651603698702
99,Mongolia,100.0,4.874,0.82819,1.3006,0.60268,0.43626000000000004,0.026660000000000003,0.3323,1.34759,101.0,4.907,0.9885299999999999,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586,100.0,4.95499992370605,1.0272358655929599,1.4930112361908001,0.557783484458923,0.39414396882057207,0.338464230298996,0.0329022891819477,1.1112923622131299
101,Greece,102.0,4.857,1.15406,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,99.0,5.033,1.24886,0.75473,0.80029,0.05822000000000001,0.04127,0.0,2.12944,87.0,5.2270002365112305,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.0,0.043289776891470004,1.74922156333923
102,Lebanon,103.0,4.8389999999999995,1.0256399999999999,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,93.0,5.129,1.12268,0.64184,0.76171,0.26228,0.030610000000000002,0.23693000000000003,2.0733900000000003,88.0,5.22499990463257,1.07498753070831,1.1296242475509601,0.7350810766220089,0.28851598501205394,0.26445075869560203,0.037513829767704,1.69507384300232
103,Hungary,104.0,4.8,1.12094,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074,91.0,5.145,1.24142,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999,75.0,5.32399988174438,1.2860119342803997,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0784016624093056,0.0366369374096394,1.7164592742919902
104,Honduras,105.0,4.788,0.59532,0.9534799999999999,0.6951,0.40148,0.06825,0.23026999999999997,1.84408,104.0,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,2.2955099999999997,91.0,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.23618887364864302,0.0733454525470734,2.0658111572265603
105,Tajikistan,106.0,4.7860000000000005,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,100.0,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,2.39106,96.0,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.47156670689582797,0.24899764358997303,0.14637714624404902,1.8490493297576898
106,Tunisia,107.0,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,98.0,5.045,0.97724,0.43165,0.59577,0.23553000000000002,0.0817,0.03936,2.68413,102.0,4.80499982833862,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,1.8902511596679699
107,Palestinian Territories,108.0,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11250999999999999,2.0438400000000003,108.0,4.754,0.67024,0.71629,0.56844,0.17744000000000001,0.10613,0.11154000000000001,2.40364,103.0,4.77500009536743,0.716249227523804,1.1556471586227401,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,1.8788902759552
108,Bangladesh,109.0,4.694,0.39753,0.43106000000000005,0.60164,0.4082,0.12569,0.21222,2.51767,110.0,4.643,0.54177,0.24749000000000002,0.52989,0.39778,0.12583,0.19132000000000002,2.6090400000000002,110.0,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.17225535213947304,0.123717859387398,1.9787361621856698
109,Iran,110.0,4.686,1.0088,0.54447,0.69805,0.30033000000000004,0.058629999999999995,0.38086,1.6944,105.0,4.813,1.11758,0.38856999999999997,0.64232,0.22544,0.0557,0.38538,1.99817,108.0,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.387242913246155,0.048761073499918005,1.49873495101929
110,Ukraine,111.0,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,123.0,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,132.0,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.12297477573156401,0.270061463117599,0.0230294708162546,0.8143823146820072
111,Iraq,112.0,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922000000000002,1.95335,112.0,4.575,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,0.19589,1.81657,117.0,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.10721575468778599,1.31890726089478
112,South Africa,113.0,4.6419999999999995,0.9204899999999999,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998,116.0,4.459,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.08415,0.13656,1.6422700000000001,101.0,4.8289999961853,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.13936237990856198,0.0725094974040985,1.51090860366821
113,Ghana,114.0,4.633,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.04355,0.23087,2.30919,124.0,4.276,0.63107,0.49353,0.29681,0.40973000000000004,0.0326,0.21203000000000002,2.2002,131.0,4.11999988555908,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.25692394375801103,0.0253363698720932,1.57786750793457
114,Zimbabwe,115.0,4.61,0.271,1.0327600000000001,0.33475,0.25861,0.08079,0.18987,2.44191,131.0,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.08582000000000001,0.18503,2.4427,138.0,3.875,0.37584653496742204,1.08309590816498,0.19676375389099102,0.336384207010269,0.189143493771553,0.0953753814101219,1.59797024726868
115,Liberia,116.0,4.571000000000001,0.0712,0.78968,0.34201,0.28531,0.06232000000000001,0.24361999999999998,2.7772900000000003,150.0,3.622,0.10705999999999999,0.50353,0.23165,0.25748000000000004,0.04852,0.24063,2.23284,148.0,3.5329999923706095,0.11904179304838199,0.8721179366111759,0.229918196797371,0.33288118243217496,0.26654988527298,0.0389482490718365,1.6732859611511202
116,India,117.0,4.565,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,118.0,4.404,0.74036,0.29247,0.45091000000000003,0.40285,0.08722,0.25028,2.18032,122.0,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.23153848946094502,0.0922268852591515,1.5191171169281
117,Sudan,118.0,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,133.0,4.138999999999999,0.63069,0.8192799999999999,0.29759,0.0,0.10039,0.18077000000000001,2.10995,130.0,4.138999938964839,0.6595166921615601,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,1.6870658397674598
118,Haiti,119.0,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,136.0,4.0280000000000005,0.34097,0.29561,0.27494,0.12072000000000001,0.14476,0.47958,2.3711599999999997,145.0,3.6029999256133998,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.48920378088951094,0.0998721495270729,1.69716763496399
119,Congo (Kinshasa),120.0,4.5169999999999995,0.0,1.0012,0.09806000000000001,0.22605,0.07625,0.24834,2.86712,125.0,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458000000000003,2.7492400000000004,126.0,4.2800002098083505,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2.22495865821838
120,Nepal,121.0,4.513999999999999,0.35996999999999996,0.86449,0.5687399999999999,0.38282,0.059070000000000004,0.32295999999999997,1.9563700000000002,107.0,4.793,0.44626000000000005,0.69699,0.50073,0.37012,0.07007999999999999,0.3816,2.32694,99.0,4.961999893188481,0.479820191860199,1.17928326129913,0.504130780696869,0.44030594825744607,0.39409616589546204,0.0729755461215973,1.8912410736084
121,Ethiopia,122.0,4.512,0.19072999999999998,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,115.0,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522,2.65614,119.0,4.46000003814697,0.339233845472336,0.8646692037582401,0.35340970754623396,0.408842742443085,0.31265074014663696,0.16545571386814098,2.01574373245239
122,Sierra Leone,123.0,4.507,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.08786000000000001,0.21488000000000002,2.51009,111.0,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,106.0,4.70900011062622,0.36842092871666,0.984136044979095,0.005564753897488121,0.318697690963745,0.293040901422501,0.0710951760411263,2.66845989227295
123,Mauritania,124.0,4.436,0.45407,0.86908,0.35874,0.24231999999999998,0.17461,0.21899999999999997,2.11773,130.0,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.17955,0.22685999999999998,1.9263,123.0,4.29199981689453,0.6484572887420649,1.2720308303833001,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,1.65163731575012
124,Kenya,125.0,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,122.0,4.356,0.52267,0.7624,0.30146999999999996,0.40576,0.06686,0.41328000000000004,1.88326,112.0,4.55299997329712,0.560479462146759,1.0679507255554201,0.30998834967613204,0.45276376605033897,0.444860309362411,0.0646413192152977,1.6519021987915001
126,Armenia,127.0,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,121.0,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002,121.0,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,1.5214991569518999
127,Botswana,128.0,4.332,0.99355,1.10464,0.047760000000000004,0.49495,0.12474,0.10461,1.46181,137.0,3.9739999999999998,1.09426,0.89186,0.34752,0.44088999999999995,0.10769000000000001,0.12425,0.96741,142.0,3.7660000324249303,1.12209415435791,1.2215549945831299,0.34175550937652605,0.505196332931519,0.0993484482169151,0.0985831990838051,0.37791371345520003
128,Myanmar,129.0,4.3069999999999995,0.27108000000000004,0.70905,0.48246000000000006,0.44017,0.19034,0.79588,1.41805,119.0,4.395,0.34112,0.69981,0.3988,0.42691999999999997,0.20243,0.81971,1.50655,114.0,4.54500007629395,0.36711055040359497,1.12323594093323,0.397522568702698,0.514492034912109,0.8380751609802249,0.188816204667091,1.11529040336609
129,Georgia,130.0,4.297,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541,126.0,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.3188,0.06786,1.87031,125.0,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.25166663527488703,1.50013780593872
130,Malawi,131.0,4.292,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.8079099999999997,132.0,4.156000000000001,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,136.0,3.97000002861023,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.28717046976089505,0.0727116540074348,2.08178615570068
131,Sri Lanka,132.0,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828000000000003,0.67108,117.0,4.415,0.9731799999999999,0.84783,0.62007,0.50817,0.07964,0.46978000000000003,0.91681,120.0,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.49086356163024897,0.0736539661884308,0.41938924789428705
132,Cameroon,133.0,4.252,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.05786,0.20618000000000003,1.95071,114.0,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,2.5198,107.0,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.23629845678806302,0.0513066314160824,2.3336455821991
133,Bulgaria,134.0,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,129.0,4.217,1.11306,0.92542,0.67806,0.21219000000000002,0.00615,0.12793,1.15377,105.0,4.71400022506714,1.1614590883255,1.4343794584274299,0.708217680454254,0.28923171758651695,0.113177694380283,0.0110515309497714,0.996139287948608
134,Egypt,135.0,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,120.0,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.12705999999999998,1.96895,104.0,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.128631442785263,0.114381365478039,1.70216107368469
135,Yemen,136.0,4.077,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.07854,0.09131,1.92313,147.0,3.7239999999999998,0.57939,0.47493,0.31048000000000003,0.2287,0.05892000000000001,0.09821,1.97295,146.0,3.59299993515015,0.5916834473609921,0.93538224697113,0.310080915689468,0.24946372210979503,0.104125209152699,0.0567674227058887,1.3456006050109899
136,Angola,137.0,4.033,0.75778,0.8604,0.16683,0.10384000000000002,0.07122,0.12344000000000001,1.9493900000000002,141.0,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12070999999999998,2.09459,140.0,3.79500007629395,0.8584281802177429,1.1044119596481299,0.0498686656355858,0.0,0.09792649000883098,0.0697203353047371,1.6144824028015101
137,Mali,138.0,3.995,0.26074,1.03526,0.20583,0.38856999999999997,0.12352,0.18798,1.79293,135.0,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064000000000002,2.1108700000000002,127.0,4.19000005722046,0.476180493831635,1.2814733982086202,0.16936567425727803,0.306613743305206,0.183354198932648,0.10497024655342098,1.66819095611572
138,Congo (Brazzaville),139.0,3.989,0.67866,0.6629,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,1.68135,127.0,4.236000000000001,0.7710899999999999,0.47798999999999997,0.28212,0.37938,0.09752999999999999,0.12077,2.10681,124.0,4.29099988937378,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.12085212767124198,0.0796181336045265,1.7241356372833299
140,Uganda,141.0,3.931,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,1.42766,145.0,3.739,0.34719,0.90981,0.19625,0.43653000000000003,0.06442,0.27102,1.51416,133.0,4.08099985122681,0.381430715322495,1.12982773780823,0.21763260662555703,0.443185955286026,0.32576605677604703,0.057069718837738,1.526362657547
141,Senegal,142.0,3.904,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.20843000000000003,1.44395,128.0,4.218999999999999,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,1.9786099999999998,115.0,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.183468893170357,0.11546044796705199,1.78964614868164
142,Gabon,143.0,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,134.0,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.062439999999999996,1.4533200000000002,118.0,4.46500015258789,1.1982102394104,1.1556202173233001,0.35657858848571794,0.31232857704162603,0.0437853783369064,0.0760467872023582,1.3229162693023702
143,Niger,144.0,3.845,0.0694,0.77265,0.29707,0.47691999999999996,0.15639,0.19387000000000001,1.87877,142.0,3.8560000000000003,0.1327,0.6053,0.26161999999999996,0.38040999999999997,0.17176,0.2097,2.09469,135.0,4.02799987792969,0.16192533075809498,0.993025004863739,0.26850500702858,0.36365869641304,0.22867384552955602,0.13857294619083402,1.87398338317871
144,Cambodia,145.0,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,140.0,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,1.3157299999999998,129.0,4.1680002212524405,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,1.04294109344482
145,Tanzania,146.0,3.781,0.2852,1.00268,0.38215,0.32878,0.05747000000000001,0.34376999999999996,1.38079,149.0,3.6660000000000004,0.47155,0.77623,0.35700000000000004,0.3176,0.05099,0.31472,1.3776899999999999,153.0,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,0.621130466461182
146,Madagascar,147.0,3.681,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333000000000002,1.851,148.0,3.695,0.27954,0.46115,0.37109000000000003,0.13684000000000002,0.07506,0.2204,2.15075,144.0,3.64400005340576,0.305808693170547,0.9130203723907471,0.375223308801651,0.18919676542282102,0.208732530474663,0.0672319754958153,1.58461260795593
148,Chad,149.0,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.9429599999999998,144.0,3.763,0.42213999999999996,0.63178,0.038239999999999996,0.12807000000000002,0.04952,0.18667,2.3063700000000003,137.0,3.9360001087188703,0.43801298737525896,0.953855872154236,0.0411347150802612,0.16234202682972002,0.21611385047435802,0.0535818822681904,2.07123804092407
149,Guinea,150.0,3.656,0.17417,0.46475,0.24009,0.37725,0.12139000000000001,0.28657,1.9917200000000002,151.0,3.6069999999999998,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,149.0,3.50699996948242,0.24454993009567302,0.7912446856498722,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,1.55231189727783
150,Ivory Coast,151.0,3.655,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723,139.0,3.9160000000000004,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,128.0,4.17999982833862,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.201237469911575,0.130061775445938,1.84496426582336
151,Burkina Faso,152.0,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,1.46494,145.0,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353000000000002,1.8731900000000001,134.0,4.03200006484985,0.35022771358490007,1.04328000545502,0.21584425866603896,0.32436785101890603,0.250864684581757,0.12032810598611803,1.72721290588379
152,Afghanistan,153.0,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,1.9521,154.0,3.36,0.38227,0.11037000000000001,0.17344,0.1643,0.07112,0.31268,2.14558,141.0,3.7939999103546103,0.401477217674255,0.581543326377869,0.18074677884578697,0.106179520487785,0.311870932579041,0.0611578300595284,2.15080118179321
153,Rwanda,154.0,3.465,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,0.67042,152.0,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23551999999999998,0.96819,151.0,3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.5818438529968261,0.25275602936744695,0.455220013856888,0.540061235427856
154,Benin,155.0,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,153.0,3.484,0.39499,0.10419,0.21028000000000002,0.39747,0.06681000000000001,0.2018,2.10812,143.0,3.65700006484985,0.43108540773391707,0.43529984354972795,0.20993021130561804,0.42596277594566295,0.207948461174965,0.0609290152788162,1.88563096523285
155,Syria,156.0,3.0060000000000002,0.6632,0.47489,0.7219300000000001,0.15684,0.18905999999999998,0.47179,0.32858000000000004,156.0,3.069,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.17232999999999998,0.48396999999999996,0.81789,152.0,3.46199989318848,0.777153134346008,0.396102607250214,0.5005333423614501,0.0815394446253777,0.49366372823715204,0.15134713053703303,1.06157350540161
156,Burundi,157.0,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,1.83302,157.0,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,154.0,2.90499997138977,0.09162256866693501,0.629793584346771,0.151610791683197,0.0599007532000542,0.20443518459796897,0.0841479450464249,1.68302416801453
157,Togo,158.0,2.839,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,1.56726,155.0,3.303,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.11587,0.17517,2.1354,150.0,3.4949998855590803,0.30544471740722695,0.4318825304508211,0.247105568647385,0.38042613863945,0.19689615070819896,0.0956650152802467,1.8372292518615703
